"","id","uniid"
"1842","YPL070W","Q02866"
"1843","YOL111C","Q12285"
"1844","YDR075W","P32345"
"1845","YER009W","P33331"
"1846","YMR219W","Q03661"
"1847","YFL034C-B","P43563"
"1848","YIR011C","P38637"
"1849","YMR297W","P00729"
"1850","YIL139C","P38927"
"1851","YJR021C","P21651"
"1852","YDR254W","P38907"
"1853","YNL301C","P0CX50"
"1854","YNL301C","P0CX49"
"1855","YPL005W","Q12089"
"1856","YGL105W","P46672"
"1857","YBR255C-A","Q3E776"
"1858","YDL224C","Q07655"
"1859","YKL188C","P34230"
"1860","YGR090W","P53254"
"1861","YKL062W","P33749"
"1862","YER044C","P40030"
"1863","YNL315C","P32453"
"1864","YLL049W","Q07887"
"1865","YKL216W","P28272"
"1866","YJL158C","P47001"
"1867","YDR162C","Q12163"
"1868","YCR024C-B","Q3E7Z8"
"1869","YJL202C","P39532"
"1870","YCR059C","P25637"
"1871","YDL183C","P48569"
"1872","YKR046C","P36139"
"1873","YCL039W","P25569"
"1874","YER140W","P40085"
"1875","YPL069C","Q12051"
"1876","YOR386W","P05066"
"1877","YLR365W","Q7LIF2"
"1878","YPL151C","Q12417"
"1879","YNL042W","P53958"
"1880","YHR207C","P38890"
"1881","YCR064C","P25640"
"1882","YDR171W","Q12329"
"1883","YPL157W","Q12052"
"1884","YLR227W-A","P0CX74"
"1885","YLR227W-A","P0CX76"
"1886","YLR227W-A","P0CX75"
"1887","YDR479C","Q03370"
"1888","YAL034W-A","P39731"
"1889","YBR013C","P38215"
"1890","YOR258W","Q08702"
"1891","YNR057C","P53630"
"1892","YJL113W",""
"1893","YIL015W","P12630"
"1894","YGR161W-C","Q3E744"
"1895","YHR127W","P38833"
"1896","YFL018C","P09624"
"1897","YNL328C","P42834"
"1898","YCL049C","P25577"
"1899","YLR072W","Q08001"
"1900","YHR111W","P38820"
"1901","YGL055W","P21147"
"1902","YBR288C","P38153"
"1903","YOL055C","Q08224"
"1904","YOR347C","P52489"
"1905","YGL065C","P43636"
"1906","YHR013C","P07347"
"1907","YOR307C","P22215"
"1908","YAL042C-A","O13514"
"1909","YNL144C","P53907"
"1910","YIR038C","P40582"
"1911","YLR230W","A0A023PXG7"
"1912","YAL046C","P39724"
"1913","YPL193W","Q08932"
"1914","YER147C-A","A0A023PXD5"
"1915","YJL045W","P47052"
"1916","YGR208W","P42941"
"1917","YDR347W","P10662"
"1918","YER190C-B","P0CX97"
"1919","YER190C-B","P0CX96"
"1920","YER190C-B","P0CX98"
"1921","YER190C-B","P0CX95"
"1922","YER190C-B","P0CX94"
"1923","YKR078W","P36158"
"1924","YDR201W","Q03954"
"1925","YPR087W","O13584"
"1926","YLR027C","P23542"
"1927","YOR275C","Q12033"
"1928","YML077W","Q03630"
"1929","YGL245W","P46655"
"1930","YHR058C","P38782"
"1931","YPR181C","P15303"
"1932","YER190W","P40105"
"1933","YBR106W","P38264"
"1934","YHR018C","P04076"
"1935","YPL197C","Q08953"
"1936","YBR170C","P33755"
"1937","YMR304W","P50101"
"1938","YDL211C","Q12121"
"1939","YPL078C","P05626"
"1940","YDR273W","Q05610"
"1941","YOL007C","Q08054"
"1942","YDR399W","Q04178"
"1943","YLR064W","Q12144"
"1944","YKL181W","P32895"
"1945","YML047W-A","A0A023PZG9"
"1946","YGR192C","P00359"
"1947","YGL045W","P53179"
"1948","YDL078C","P32419"
"1949","YOL041C","Q08208"
"1950","YMR226C","Q05016"
"1951","YHR200W","P38886"
"1952","YDR524C","Q04412"
"1953","YLR111W","Q12528"
"1954","YBR219C","P38317"
"1955","YMR122C","Q03879"
"1956","YGR270W","P40340"
"1957","YPR125W","Q06493"
"1958","YEL046C","P37303"
"1959","YIR015W","P40571"
"1960","YGR136W","P53281"
"1961","YMR242C","P0CX23"
"1962","YMR242C","P0CX24"
"1963","YLR379W","O13579"
"1964","YDR204W","O13525"
"1965","YPL161C","P39011"
"1966","YMR145C","P40215"
"1967","YIR017W-A","Q03885"
"1968","YLL031C","Q07830"
"1969","YDR300C","P32264"
"1970","YLR229C","P19073"
"1971","YLR421C","O13563"
"1972","YJR151C","P47179"
"1973","YMR307C-A","P0C5Q5"
"1974","YPL096W","Q02890"
"1975","YML038C","Q03697"
"1976","YJL082W","P47031"
"1977","YIL006W","P40556"
"1978","YLR392C","P18634"
"1979","YGR075C","Q00723"
"1980","YBR268W","P36532"
"1981","YDR316W","Q06668"
"1982","YNR070W","P53756"
"1983","YKR020W","P36116"
"1984","YOL164W-A","Q3E7A5"
"1985","YPR142C","O13570"
"1986","YHR068W","P38791"
"1987","YEL010W","P40000"
"1988","YOL013W-B","Q870I1"
"1989","YGL160W","P53109"
"1990","YGR042W","P53227"
"1991","YDR430C","P32898"
"1992","YPR160W","P06738"
"1993","YER007W","P39937"
"1994","YGR095C","P53256"
"1995","YCR041W","P37265"
"1996","YFL033C","P43565"
"1997","YDL089W","Q12066"
"1998","YDR522C","P08459"
"1999","YEL062W","P39923"
"2000","YBR026C","P38071"
"2001","YLR143W","Q12429"
"2002","YMR125W","P34160"
"2003","YLR126C","Q12288"
"2004","YGL086W","P40957"
"2005","YNL129W","P53915"
"2006","YGL048C","Q01939"
"2007","YER106W","P40065"
"2008","YBR083W","P18412"
"2009","YJR012C","P47087"
"2010","YGR169C","P53294"
"2011","YDR509W","P87272"
"2012","Q0010","Q9ZZX9"
"2013","YMR074C","Q04773"
"2014","YDR341C","Q05506"
"2015","YDR521W","P87273"
"2016","YMR269W","Q03525"
"2017","YJR112W-A","Q3E743"
"2018","YHR138C","P38841"
"2019","YFL021W","P43574"
"2020","YPL144W","Q12245"
"2021","YML026C","P0CX55"
"2022","YML026C","P0CX56"
"2023","YEL053C","Q02197"
"2024","YHL020C","P21957"
"2025","YGR106C","P53262"
"2026","YLR444C","O13560"
"2027","YJR128W","P47162"
"2028","YMR194C-B","Q3E7A9"
"2029","YLR452C","P11972"
"2030","YMR005W","P50105"
"2031","YOL099C","Q08240"
"2032","YLR363C","Q12129"
"2033","YIL023C","P40544"
"2034","YGL115W","P12904"
"2035","YKL138C","P14063"
"2036","YOL109W","Q08245"
"2037","YGL002W","P53198"
"2038","YOR312C","P0CX23"
"2039","YOR312C","P0CX24"
"2040","YLR179C","Q06252"
"2041","YNL230C","P53861"
"2042","YHL028W","P38739"
"2043","YCR015C","P25616"
"2044","YPR199C","Q06596"
"2045","YMR313C","P40308"
"2046","YLR361C","Q05924"
"2047","YBR077C","P38247"
"2048","YOR298W","Q08750"
"2049","YDR380W","Q06408"
"2050","YMR135W-A","Q6B0X1"
"2051","YGL226C-A","Q92316"
"2052","YDL177C","Q12257"
"2053","YOL084W","Q12252"
"2054","YLR069C","P25039"
"2055","YDR060W","Q12176"
"2056","YDL096C","Q07521"
"2057","YGR149W","P48236"
"2058","YPL213W","Q08963"
"2059","YPL203W","P06245"
"2060","YLL041C","P21801"
"2061","YGL258W-A","Q3E740"
"2062","YBL026W","P38203"
"2063","YBR076C-A","P0C5L2"
"2064","YNR021W","P53723"
"2065","YGR080W","P53250"
"2066","YBL055C","P34220"
"2067","YBR195C","P13712"
"2068","YCR096C","P0CY13"
"2069","YIL172C","P0CW41"
"2070","YIL172C","P0CW40"
"2071","YPL191C","Q08930"
"2072","YMR013C","P20048"
"2073","YPL148C","Q12036"
"2074","YFL038C","P01123"
"2075","YPL088W","Q02895"
"2076","YPL240C","P02829"
"2077","YIL037C","P40534"
"2078","YGL145W","P33891"
"2079","YLR232W","O13546"
"2080","YNL004W","P38922"
"2081","YPR060C","P32178"
"2082","YEL018W","P39995"
"2083","YEL043W","P32618"
"2084","YHR069C","P38792"
"2085","YLR323C","P53769"
"2086","YGL172W","Q02199"
"2087","YPL053C","P54070"
"2088","YJR070C","P47120"
"2089","YPL283C","P0CX14"
"2090","YPL283C","P0CX15"
"2091","YDL143W","P39078"
"2092","YDR257C","Q12504"
"2093","YKL162C","P36052"
"2094","YHL027W","P33400"
"2095","YAR068W","P39564"
"2096","YMR290C","Q03532"
"2097","YGR296C-A","P0CL28"
"2098","YGR296C-A","P0CL29"
"2099","YGR296C-A","P0CL27"
"2100","YGR296C-A","P0CL30"
"2101","YGR296C-A","P0CL31"
"2102","YDL021W","Q12008"
"2103","YDR452W","Q04119"
"2104","YPL211W","Q08962"
"2105","YBR074W","P38244"
"2106","YAL038W","P00549"
"2107","YBL071W-A","Q3E840"
"2108","YMR024W","P36516"
"2109","YOL047C","Q08218"
"2110","YDL018C","Q12403"
"2111","YLR147C","P43321"
"2112","YIL061C","Q00916"
"2113","YML012W","P54837"
"2114","YHR187W","P38874"
"2115","Q0250","P00410"
"2116","YGR155W","P32582"
"2117","YLR155C","P0CX79"
"2118","YLR155C","P0CX78"
"2119","YLR155C","P0CZ17"
"2120","YLR155C","P0CX77"
"2121","YLR136C","P47977"
"2122","YKR015C","P36111"
"2123","YDL060W","Q07381"
"2124","YLR320W","Q06164"
"2125","YIL069C","P0CX32"
"2126","YIL069C","P0CX31"
"2127","YHR075C","P38796"
"2128","YIL085C","P40504"
"2129","YGL195W","P33892"
"2130","YDR062W","P40970"
"2131","YOL119C","Q08268"
"2132","YJR105W","P47143"
"2133","YNL289W","P24867"
"2134","YER161C","P06843"
"2135","YNR036C","P53732"
"2136","YAL067C","P39709"
"2137","YMR247C","Q04781"
"2138","YOR316C-A","Q3E806"
"2139","YJL096W","P40858"
"2140","YMR111C","Q04461"
"2141","YBR136W","P38111"
"2142","YKL059C","P35728"
"2143","YGR018C","P53211"
"2144","YMR090W","Q04304"
"2145","YNR061C","P53747"
"2146","YGR119C","P48837"
"2147","YGR235C","P50087"
"2148","YER121W","P40076"
"2149","YJL204C","P39531"
"2150","YER180C-A","Q3E784"
"2151","YMR294W-A","A0A023PZL7"
"2152","YGR209C","P22803"
"2153","YMR306C-A","A0A023PXI0"
"2154","YNL154C","P23292"
"2155","YDL012C","Q12489"
"2156","YBL064C","P34227"
"2157","YDL181W","P01097"
"2158","YOR392W","Q08915"
"2159","YMR133W","P32841"
"2160","YKL029C","P36013"
"2161","YPR106W","Q06098"
"2162","YNL039W","P46678"
"2163","YDL149W","Q12142"
"2164","YER170W","P26364"
"2165","YDR009W","P13045"
"2166","YBR282W","P36526"
"2167","YGR187C","P48362"
"2168","YLR007W","Q07913"
"2169","YPL269W","P32526"
"2170","Q0110","P03873"
"2171","YER013W","P24384"
"2172","YER060W","P40039"
"2173","YDR407C","Q04183"
"2174","YHR137W","P38840"
"2175","YHL034W-A","A0A023PZH9"
"2176","YGL009C","P07264"
"2177","YGR058W","P53238"
"2178","YIR041W","P40585"
"2179","YIL008W","P40554"
"2180","YBR192W","P38127"
"2181","YHR101C","P38813"
"2182","YDR279W","Q05635"
"2183","YBL009W","P32789"
"2184","YER029C","P40018"
"2185","YLR243W","Q06543"
"2186","YOL048C","Q08219"
"2187","YJL025W","P40992"
"2188","YDR427W","Q04062"
"2189","YDR246W","Q03784"
"2190","YLR187W","Q06315"
"2191","YER182W","P40098"
"2192","YDL024C","P52290"
"2193","YMR137C","P30620"
"2194","YNL163C","P53893"
"2195","YMR228W","P14908"
"2196","YOL148C","P50875"
"2197","YJR069C","P47119"
"2198","YDR411C","Q12743"
"2199","YBR232C","P38327"
"2200","YIL066C","P21672"
"2201","YNL061W","P40991"
"2202","YDR309C","Q06648"
"2203","YER095W","P25454"
"2204","YCR054C","P25355"
"2205","YDR499W","Q04377"
"2206","YJL138C","P10081"
"2207","YJL063C","P22353"
"2208","YKR004C","Q02202"
"2209","YMR206W","Q03695"
"2210","YER092W","P40060"
"2211","YLR410W","Q06685"
"2212","YMR154C","Q03792"
"2213","YBR101C","P38260"
"2214","YDR544C","Q03057"
"2215","YIL042C","P40530"
"2216","YOL004W","P22579"
"2217","YHR112C","P38716"
"2218","YGL029W","P53188"
"2219","YPL261C","Q08976"
"2220","YGR160W","P53288"
"2221","YJR060W","P17106"
"2222","YDR437W","Q04082"
"2223","YHL022C","P23179"
"2224","YGR017W","P53210"
"2225","YGL175C","P46946"
"2226","YIL124W","P40471"
"2227","YLR305C","P37297"
"2228","YOR343C","Q12484"
"2229","YGR234W","P39676"
"2230","YCR004C","P25349"
"2231","YKL115C","P36073"
"2232","YKL028W","P36100"
"2233","YPR173C","P52917"
"2234","YAL011W","P31376"
"2235","YPR137W","Q06506"
"2236","YJL108C","P42946"
"2237","YHR039C-A","P48836"
"2238","YLR238W","Q06001"
"2239","YNL067W","P51401"
"2240","YEL016C","P39997"
"2241","YEL020C","P39994"
"2242","YLR020C","Q07950"
"2243","YPL060W","Q02783"
"2244","YER087W","P39965"
"2245","YIL156W-B","Q2V2P4"
"2246","YOL087C","Q99247"
"2247","YNL304W","P48559"
"2248","YHR056C","P38781"
"2249","YNL092W","P53934"
"2250","YJR110W","P47147"
"2251","YKL033W","P36097"
"2252","YPL152W","Q12461"
"2253","YLR427W","Q06436"
"2254","YHR214W","P0CX18"
"2255","YHR214W","P0CX19"
"2256","YLR049C","Q12110"
"2257","YBR025C","P38219"
"2258","YGL243W","P53065"
"2259","YNL208W","P40159"
"2260","YER055C","P00498"
"2261","YHR065C","P38712"
"2262","YJR123W","P26783"
"2263","YDR405W","P32387"
"2264","YNL128W","P53916"
"2265","YGL163C","P32863"
"2266","YDR426C","P87268"
"2267","YMR139W","P38615"
"2268","YDR442W","P87270"
"2269","YJL128C","P08018"
"2270","YDL217C","Q12328"
"2271","YJR002W","P47083"
"2272","YOL085C","Q99345"
"2273","YPL094C","P21825"
"2274","YJL157C","P21268"
"2275","YER120W","P40075"
"2276","YGL207W","P32558"
"2277","YDR516C","Q04409"
"2278","YLR315W","Q06162"
"2279","YPL106C","P32589"
"2280","YFR042W","P43614"
"2281","YLR256W","P0CE41"
"2282","YPR191W","P07257"
"2283","YJR029W","P47100"
"2284","YMR241W","Q04013"
"2285","YNR077C","P53758"
"2286","YOR147W","Q12171"
"2287","YJL189W","P04650"
"2288","YAL059C-A","A0A023PYD0"
"2289","YHR079C-A","P89114"
"2290","YBR260C","P38339"
"2291","YLR396C","P20795"
"2292","YOL079W","Q08238"
"2293","YNR037C","P53733"
"2294","YPL243W","P38687"
"2295","YDL109C","Q12103"
"2296","YBR018C","P08431"
"2297","YLR440C","Q12745"
"2298","YDL248W","Q07788"
"2299","YCR043C","P25361"
"2300","YBR054W","P38079"
"2301","YPL270W","P33311"
"2302","YNL164C","P53892"
"2303","YNL062C","P41814"
"2304","YML106W","P13298"
"2305","YMR003W","Q03673"
"2306","YMR298W","Q03579"
"2307","YGR296W","P0CX14"
"2308","YGR296W","P0CX15"
"2309","YIL029W-A","A0A023PZE9"
"2310","YMR037C","P33748"
"2311","YHR012W","P38759"
"2312","YKL094W","P28321"
"2313","YOR066W","Q08471"
"2314","YDR497C","P30605"
"2315","YLR367W","Q3E7Y3"
"2316","YOR129C","Q99222"
"2317","YOL161C","Q08322"
"2318","YJL027C","P47063"
"2319","YJR147W","P47175"
"2320","YDR409W","Q04195"
"2321","YDR041W","Q03201"
"2322","YMR272C","Q03529"
"2323","YJL039C","P47054"
"2324","YKL143W","P34078"
"2325","YDR307W","Q06644"
"2326","YDL081C","P05318"
"2327","YBL100C","P38168"
"2328","YIL019W","P40546"
"2329","YIL082W-A","Q7LHG5"
"2330","YDR390C","P52488"
"2331","YNL041C","P53959"
"2332","YDL201W","Q12009"
"2333","YMR028W","Q04372"
"2334","YNL200C","P40165"
"2335","YKR041W","P36134"
"2336","YER073W","P40047"
"2337","YGR144W","P32318"
"2338","YEL006W","P39953"
"2339","YKL225W","P36030"
"2340","YJR007W","P20459"
"2341","YBR053C","P38235"
"2342","YNL238W","P13134"
"2343","YCR073W-A","P37262"
"2344","YGL109W","P53138"
"2345","YJL075C","P47036"
"2346","YHR211W","P38894"
"2347","YOR269W","P39946"
"2348","YML039W","Q03434"
"2349","YLL060C","Q12390"
"2350","YDR500C","P51402"
"2351","YPL163C","Q12254"
"2352","YKL118W","P36072"
"2353","YLL003W","Q12369"
"2354","YAL064W-B","O13512"
"2355","YMR258C","Q04847"
"2356","YML125C","Q12746"
"2357","YML069W","Q04636"
"2358","YOL057W","Q08225"
"2359","YKL145W","P33299"
"2360","YPL283W-B","P0CX97"
"2361","YPL283W-B","P0CX96"
"2362","YPL283W-B","P0CX98"
"2363","YPL283W-B","P0CX95"
"2364","YPL283W-B","P0CX94"
"2365","YFR030W","P39692"
"2366","YGR146C","P48235"
"2367","YIL150C","P32354"
"2368","YDL126C","P25694"
"2369","YDL006W","P35182"
"2370","YMR025W","Q04368"
"2371","YGR287C","P53051"
"2372","YOR227W","Q12276"
"2373","YDL233W","Q07684"
"2374","YCL057C-A","Q96VH5"
"2375","YOR362C","P21242"
"2376","YNL266W","P53842"
"2377","YMR276W","P48510"
"2378","YOR217W","P38630"
"2379","YGR061C","P38972"
"2380","YBR049C","P21538"
"2381","YML124C","P09734"
"2382","YPL246C","Q12270"
"2383","YDL178W","P46681"
"2384","YOR111W","Q99210"
"2385","YLR156W","P0CE97"
"2386","YLR156W","P0CE98"
"2387","YLR156W","P0CE96"
"2388","YLR152C","P54072"
"2389","YLR431C","Q06671"
"2390","YMR096W","Q03148"
"2391","YNL240C","P23503"
"2392","YKL019W","P29703"
"2393","YGR168C","P53293"
"2394","YGR027C","Q3E792"
"2395","YGL250W","P53060"
"2396","YJL048C","P47049"
"2397","Q0105","P00163"
"2398","YEL031W","P39986"
"2399","YDL147W","Q12250"
"2400","YJL129C","P12685"
"2401","YJL188C","O94143"
"2402","YKL191W","P32461"
"2403","YDR320C-A","P69851"
"2404","YIL099W","P08019"
"2405","YJR135C","P47167"
"2406","YBR102C","P38261"
"2407","YGR161C-C","P0CX68"
"2408","YGR161C-C","P0CX67"
"2409","YGR161C-C","P0CX69"
"2410","YGR161C-C","P0CX66"
"2411","YGR161C-C","P0CX65"
"2412","YIR013C","P40569"
"2413","YDR144C","P53379"
"2414","YIL094C","P40495"
"2415","YIL002W-A","Q3E7Z5"
"2416","YMR032W","Q05080"
"2417","YAL049C","P39721"
"2418","YPL112C","Q02969"
"2419","YMR078C","P49956"
"2420","YJL085W","P19658"
"2421","YKL209C","P12866"
"2422","YKL128C","P36069"
"2423","YMR010W","Q03687"
"2424","YBR193C","P38304"
"2425","YCR023C","P25351"
"2426","YHL009C","P38749"
"2427","YDL086W","Q07505"
"2428","YOR201C","P25270"
"2429","YPR109W","Q06104"
"2430","YIL038C","P06102"
"2431","YDR001C","P32356"
"2432","YPL137C","Q03016"
"2433","YML082W","Q04533"
"2434","YJL004C","P41544"
"2435","YNL269W","P53841"
"2436","YPL233W","Q12143"
"2437","YOR218C","Q12249"
"2438","YOR286W","Q08742"
"2439","YOR315W","Q12507"
"2440","YNL010W","P53981"
"2441","YIL087C","P40502"
"2442","YJL070C","P40361"
"2443","YKR100C","P36169"
"2444","YLR388W","P41057"
"2445","YNL079C","P17536"
"2446","YHR061C","P38785"
"2447","YLR415C","O13578"
"2448","YHR104W","P38715"
"2449","YLL008W","P32892"
"2450","YPL111W","P00812"
"2451","YPR123C","O13566"
"2452","YFL067W","P43537"
"2453","YBR158W","P38285"
"2454","YGL146C","P53117"
"2455","YER043C","P39954"
"2456","YEL077W-A",""
"2457","YBR182C","P38128"
"2458","YDL016C","Q12115"
"2459","YMR054W","P37296"
"2460","YPR015C","Q12531"
"2461","YER026C","P08456"
"2462","YDR264C","P39010"
"2463","YOL036W","Q08206"
"2464","YMR231W","P12868"
"2465","YDL139C","Q12334"
"2466","YPR100W","Q06090"
"2467","YDR095C","Q03831"
"2468","YOL028C","Q08182"
"2469","YKL149C","P24309"
"2470","YNR033W","P37254"
"2471","YBL093C","P25046"
"2472","YBR072C-A","Q3E794"
"2473","YPR122W","P40851"
"2474","YOL009C","Q92328"
"2475","YEL075W-A","P89888"
"2476","YER124C","P40077"
"2477","YBR209W","P38311"
"2478","YGR253C","P32379"
"2479","YHR214C-D","P0CX92"
"2480","YHR214C-D","P0CX93"
"2481","YOL158C","Q08299"
"2482","YDR055W","Q12355"
"2483","YMR190C","P35187"
"2484","YDL110C","Q12513"
"2485","YNL187W","P53873"
"2486","YNL274C","P53839"
"2487","YOR049C","Q08417"
"2488","YGR051C","P53232"
"2489","YMR027W","Q04371"
"2490","YGR135W","P23638"
"2491","YIL044C","P40529"
"2492","YJR032W","P47103"
"2493","YPL257W-B","Q12414"
"2494","YJL211C","P40898"
"2495","YDR419W","Q04049"
"2496","YBR011C","P00817"
"2497","YBR110W","P16661"
"2498","YEL028W","P39989"
"2499","YGR089W","P53253"
"2500","YOR009W","Q12218"
"2501","YLR247C","Q06554"
"2502","YEL067C","P39978"
"2503","YDR266C","Q05580"
"2504","YPR036W-A","Q3E752"
"2505","YDR512C","Q04406"
"2506","YPL208W","Q08961"
"2507","YLR450W","P12684"
"2508","YML051W","P04387"
"2509","YOR319W","Q99181"
"2510","YCL014W","P25558"
"2511","YGL117W","P53133"
"2512","YFL010W-A","P32450"
"2513","YLR371W","P51862"
"2514","YDL051W","P33399"
"2515","YAL056C-A","O13513"
"2516","YLL040C","Q07878"
"2517","YKR070W","P36151"
"2518","YHR081W","P38801"
"2519","YJL072C","P40359"
"2520","YDR090C","Q03193"
"2521","YOR061W","P19454"
"2522","YOR318C","Q99318"
"2523","YDR038C","Q12691"
"2524","YPL256C","P20438"
"2525","YDR040C","P13587"
"2526","YNL024C","P53970"
"2527","YOR070C","Q08484"
"2528","YJL217W","P40893"
"2529","YLL066W-B","Q8TGJ7"
"2530","YGL093W","P53148"
"2531","YLR397C","P32794"
"2532","YDR523C","P08458"
"2533","YHL017W","P38745"
"2534","YKL098W","P34246"
"2535","YCR008W","P25333"
"2536","YOR204W","P06634"
"2537","YOR298C-A","O14467"
"2538","YOL059W","P41911"
"2539","YOR250C","Q08685"
"2540","YGR110W","P53264"
"2541","YHL036W","P38734"
"2542","YOR165W","Q99287"
"2543","YJR088C","P47133"
"2544","YCR014C","P25615"
"2545","YLR378C","P32915"
"2546","YHR020W","P38708"
"2547","YMR235C","P11745"
"2548","YGL099W","P53145"
"2549","YBL050W","P32602"
"2550","YJR039W","P47107"
"2551","YHR069C-A","A0A023PZI4"
"2552","YJL148W","P47006"
"2553","YEL075C","P39972"
"2554","YNL185C","P53875"
"2555","YFR036W","P14724"
"2556","YMR067C","P54730"
"2557","YML086C","P54783"
"2558","YDR016C","Q12248"
"2559","YMR167W","P38920"
"2560","YGR062C","P53239"
"2561","YOR122C","P07274"
"2562","YIL113W","P40479"
"2563","YNL234W","P53857"
"2564","YJL142C","P47010"
"2565","YDR414C","P16151"
"2566","YCR072C","P25382"
"2567","YKR093W","P32901"
"2568","YDR342C","P39004"
"2569","YBR118W","P02994"
"2570","YGR189C","P53301"
"2571","YPL045W","Q03308"
"2572","YER113C","P40071"
"2573","YMR050C","Q04670"
"2574","YDR471W","P0C2H7"
"2575","YCR086W","P25651"
"2576","YOR380W","Q08904"
"2577","YFL044C","P43558"
"2578","YHR039C","P38694"
"2579","YBR245C","P38144"
"2580","YIL009W","P39002"
"2581","YDR318W","Q06675"
"2582","YNL046W","P53956"
"2583","YLR025W","P39929"
"2584","YOR355W","P41913"
"2585","YDR076W","P38953"
"2586","YPL265W","P53388"
"2587","YGL152C","P53113"
"2588","YFR055W","P43623"
"2589","YDL128W","Q99385"
"2590","YNL013C","P53979"
"2591","YHR090C","P38806"
"2592","YDR214W","Q12449"
"2593","YLR184W","Q06267"
"2594","YPR061C","Q12350"
"2595","YGR267C","P51601"
"2596","YOL090W","P25847"
"2597","YGR185C","P36421"
"2598","YIL020C-A","A0A023PXM7"
"2599","YBR056C-B","P0C5L0"
"2600","YLR169W","O13561"
"2601","YML050W","Q04689"
"2602","YLR322W","O13554"
"2603","YDR034W-B","Q6Q5X2"
"2604","YNL078W","P53939"
"2605","YMR158W","Q03799"
"2606","YLR349W","O94086"
"2607","YKR018C","P36114"
"2608","YOR262W","Q08726"
"2609","YDR470C","Q03327"
"2610","YML132W","P0CX12"
"2611","YML132W","P0CX13"
"2612","YFL004W","P43585"
"2613","YHR016C","P32793"
"2614","YDL045W-A","O75012"
"2615","YNL290W","P38629"
"2616","YMR132C","P40206"
"2617","YBR012W-A","Q12217"
"2618","YDR358W","Q06336"
"2619","YBR010W","P61830"
"2620","YGL085W","P53153"
"2621","YGR023W","P53214"
"2622","YML008C","P25087"
"2623","YKR089C","P36165"
"2624","YLR206W","Q05785"
"2625","YLL059C","Q12336"
"2626","YGL088W","P53151"
"2627","YIL119C","P23250"
"2628","YDR073W","P38956"
"2629","YOR180C","Q08558"
"2630","YPL170W","Q12091"
"2631","YGL139W","P53121"
"2632","YLR287C","Q05881"
"2633","YBR248C","P33734"
"2634","YMR290W-A","A0A023PZH5"
"2635","YAL044W-A","Q3E793"
"2636","YGL140C","P53120"
"2637","YGR114C","P53268"
"2638","YGR180C","P49723"
"2639","YPL018W","Q02732"
"2640","YDR183W","Q04004"
"2641","YDR079W","P38958"
"2642","YBR196C-A","Q3E820"
"2643","YPL229W","Q99395"
"2644","YER118C","P40073"
"2645","YDR205W","Q03455"
"2646","YGL260W","P53056"
"2647","YBL067C","P38187"
"2648","YNL162W","P0CX28"
"2649","YNL162W","P0CX27"
"2650","YKL144C","P35718"
"2651","YOR093C","Q12275"
"2652","YNL284C-B","Q12112"
"2653","YGR038C-A","Q12485"
"2654","YLL055W","Q12235"
"2655","YLR343W","Q06135"
"2656","YMR064W","P32493"
"2657","YGR193C","P16451"
"2658","YML041C","Q03433"
"2659","YOL029C","Q08187"
"2660","YMR260C","P38912"
"2661","YKL101W","P34244"
"2662","YOR060C","Q08457"
"2663","YMR321C","Q04898"
"2664","YJR015W","P47090"
"2665","YNL024C-A","Q8TGJ3"
"2666","YMR151W","P28626"
"2667","YEL073C","P39974"
"2668","YDR185C","Q04006"
"2669","YDL170W","P26370"
"2670","YHR191C","P38877"
"2671","YGR036C","P53223"
"2672","YML072C","Q03640"
"2673","YPL153C","P22216"
"2674","YKL086W","P36077"
"2675","YBR283C","P38353"
"2676","YGL226W","P53077"
"2677","YDR450W","P0CX55"
"2678","YDR450W","P0CX56"
"2679","YGR196C","P46949"
"2680","YPR096C","O13587"
"2681","YLR393W","P18496"
"2682","YNL330C","P32561"
"2683","YHR189W","P38876"
"2684","YDR513W","P17695"
"2685","YJR030C","P47101"
"2686","YGR170W","P53037"
"2687","YPR069C","Q12074"
"2688","YNL339C","P53819"
"2689","YBR061C","P38238"
"2690","YNL064C","P25491"
"2691","YOR010C","P33890"
"2692","YPL002C","Q12483"
"2693","YER102W","P0CX40"
"2694","YER102W","P0CX39"
"2695","YHR010W","P0C2H6"
"2696","YJR053W","P47113"
"2697","YKL074C","P36084"
"2698","YAL036C","P39729"
"2699","YGR126W","P53274"
"2700","YKR023W","P36119"
"2701","YKL082C","P36080"
"2702","YGL010W","P25338"
"2703","YHR195W","P38881"
"2704","YGL003C","P53197"
"2705","YGR237C","P50089"
"2706","YIL131C","P40466"
"2707","YDR287W","Q05533"
"2708","YKL044W","P36092"
"2709","YPR111W","P32328"
"2710","YMR002W","Q03667"
"2711","YDR122W","P13185"
"2712","YOR296W","Q08748"
"2713","YBL106C","P38163"
"2714","YOR035C","P51534"
"2715","YDR200C","Q03944"
"2716","YIL127C","P40470"
"2717","YBL068W","P38063"
"2718","YIR042C","P40586"
"2719","YOR118W","Q12108"
"2720","YMR281W","P23797"
"2721","YPR055W","P32855"
"2722","YBR019C","P04397"
"2723","YOR239W","Q08641"
"2724","YBR001C","P35172"
"2725","YOR256C","Q08693"
"2726","YER139C","P40084"
"2727","YBR160W","P00546"
"2728","YGR232W","P50086"
"2729","YNL174W","P53884"
"2730","YMR006C","Q03674"
"2731","YHR064C","P38788"
"2732","YMR174C","P01094"
"2733","YKR002W","P29468"
